sim_time,mid_price,last_price,last_size,best_bid_price,best_bid_size,best_ask_price,best_ask_size,close_price_buy,close_price_sell,bid1_price,bid1_size,bid2_price,bid2_size,bid3_price,bid3_size,bid4_price,bid4_size,bid5_price,bid5_size,bid6_price,bid6_size,bid7_price,bid7_size,bid8_price,bid8_size,bid9_price,bid9_size,bid10_price,bid10_size,ask1_price,ask1_size,ask2_price,ask2_size,ask3_price,ask3_size,ask4_price,ask4_size,ask5_price,ask5_size,ask6_price,ask6_size,ask7_price,ask7_size,ask8_price,ask8_size,ask9_price,ask9_size,ask10_price,ask10_size
2020-10-29 09:30:27,91.44,0.0,0,91.37,3,91.51,3,91.51,91.37,91.37,3,91.36,3,91.35,5,91.34,1,91.33,14,91.32,3,91.31,5,91.3,3,91.27,2,,,91.51,3,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4,,
2020-10-29 09:30:28,91.445,0.0,0,91.38,3,91.51,3,91.51,91.38,91.38,3,91.37,3,91.36,3,91.35,5,91.34,1,91.33,14,91.32,3,91.31,5,91.3,3,91.27,2,91.51,3,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4,,
2020-10-29 09:30:29,91.405,91.44,1,91.36,2,91.45,1,91.45,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.45,1,91.49,1,91.5,6,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22
2020-10-29 09:30:30,91.405,91.44,1,91.36,2,91.45,2,91.45,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.45,2,91.49,1,91.5,6,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22
2020-10-29 09:30:31,91.405,91.44,1,91.36,2,91.45,2,91.45,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.45,2,91.49,1,91.5,6,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22
2020-10-29 09:30:32,91.405,91.44,1,91.36,2,91.45,2,91.45,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.45,2,91.49,1,91.5,6,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22
2020-10-29 09:30:34,91.405,91.44,1,91.36,2,91.45,2,91.45,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.45,2,91.49,1,91.5,6,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22
2020-10-29 09:30:34,91.405,91.44,1,91.36,2,91.45,2,91.45,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.45,2,91.49,1,91.5,6,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22
2020-10-29 09:30:35,91.43,91.44,1,91.36,2,91.5,7,91.5,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:36,91.43,91.44,1,91.36,2,91.5,7,91.5,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:37,91.43,91.44,1,91.36,2,91.5,7,91.5,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:38,91.43,91.44,1,91.36,2,91.5,7,91.5,91.36,91.36,2,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:39,91.43,91.44,1,91.36,9,91.5,7,91.5,91.36,91.36,9,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:40,91.43,91.44,1,91.36,9,91.5,7,91.5,91.36,91.36,9,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:41,91.45,91.44,1,91.4,2,91.5,7,91.5,91.4,91.4,2,91.36,9,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:42,91.45,91.4,1,91.4,1,91.5,7,91.5,91.4,91.4,1,91.36,9,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:43,91.45,91.4,1,91.4,3,91.5,7,91.5,91.4,91.4,3,91.36,9,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:44,91.43,91.4,1,91.37,4,91.49,3,91.49,91.37,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.27,2,,,91.49,3,91.5,7,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2
2020-10-29 09:30:45,91.45,91.39,1,91.4,2,91.5,9,91.5,91.4,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.5,9,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:46,91.445,91.39,1,91.39,4,91.5,9,91.5,91.39,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.3,3,91.5,9,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:47,91.45,91.45,1,91.4,2,91.5,9,91.5,91.4,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.5,9,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:48,91.45,91.45,1,91.4,2,91.5,9,91.5,91.4,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.5,9,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:49,91.45,91.45,1,91.4,2,91.5,9,91.5,91.4,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.5,9,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:50,91.45,91.45,1,91.4,2,91.5,9,91.5,91.4,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.5,9,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:51,91.45,91.45,1,91.4,2,91.5,9,91.5,91.4,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.5,9,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:52,91.45,91.45,1,91.4,2,91.5,9,91.5,91.4,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.31,5,91.5,9,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:53,91.455,91.41,1,91.41,2,91.5,6,91.5,91.41,91.41,2,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.34,1,91.33,12,91.32,3,91.5,6,91.51,5,91.52,4,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4
2020-10-29 09:30:54,91.485,91.49,1,91.44,6,91.53,1,91.53,91.44,91.44,6,91.43,1,91.42,8,91.41,4,91.4,2,91.39,4,91.38,3,91.37,4,91.36,8,91.35,2,91.53,1,91.57,2,91.58,4,91.59,1,91.79,2,91.87,22,91.91,2,92.89,4,,,,
2020-10-29 09:30:55,91.545,91.49,1,91.5,8,91.59,1,91.59,91.5,91.5,8,91.47,1,91.45,8,91.44,7,91.43,1,91.42,8,91.41,4,91.4,2,91.39,4,91.38,3,91.59,1,91.6,1,91.79,2,91.87,22,91.91,2,92.89,4,,,,,,,,
